Depth,Temp,Sal,,,,,,,,,,Depth,Temp,Sal,,,,Depth,Temperature,Sal
1711,3.95,34.99,,,,,,,,,,1711,3.95,35.51,,,,1711,0.95,34.99
1713,3.95,34.99,,,,,,,,,,1713,3.95,35.51,,,,1713,0.95,34.99
1715,3.98,34.99,,,,,,,,,,1715,3.98,35.51,,,,1715,0.98,34.99
1717,3.95,34.99,,,,,,,,,,1717,3.95,35.51,,,,1717,0.95,34.99
1719,3.95,34.99,,,,,,,,,,1719,3.95,35.51,,,,1719,0.95,34.99
1721,4.03,34.99,,,,,,,,,,1721,4.03,35.51,,,,1721,1.03,34.99
1723,3.96,34.99,,,,,,,,,,1723,3.96,35.51,,,,1723,0.96,34.99
1724,3.96,34.99,,,,,,,,,,1724,3.96,35.51,,,,1724,0.96,34.99
1725,3.94,34.99,,,,,,,,,,1725,3.94,35.51,,,,1725,0.94,34.99
1727,3.95,34.99,,,,,,,,,,1727,3.95,35.51,,,,1727,0.95,34.99
1728,4.03,35,,,,,,,,,,1728,4.03,35.52,,,,1728,1.03,35
1729,3.95,34.99,,,,,,,,,,1729,3.95,35.51,,,,1729,0.95,34.99
1730,3.94,34.99,,,,,,,,,,1730,3.94,35.51,,,,1730,0.94,34.99
1732,3.94,34.99,,,,,,,,,,1732,3.94,35.51,,,,1732,0.94,34.99
1734,4.03,35,,,,,,,,,,1734,4.03,35.52,,,,1734,1.03,35
1736,3.92,34.99,,,,,,,,,,1736,3.92,35.51,,,,1736,0.92,34.99
1738,3.93,34.99,,,,,,,,,,1738,3.93,35.51,,,,1738,0.93,34.99
1740,3.92,34.99,,,,,,,,,,1740,3.92,35.51,,,,1740,0.92,34.99
1742,4.01,34.99,,,,,,,,,,1742,4.01,35.51,,,,1742,1.01,34.99
1744,3.92,34.99,,,,,,,,,,1744,3.92,35.51,,,,1744,0.92,34.99
1746,3.92,34.99,,,,,,,,,,1746,3.92,35.51,,,,1746,0.92,34.99
1748,4.01,34.99,,,,,,,,,,1748,4.01,35.51,,,,1748,1.01,34.99
1750,3.88,34.99,,,,,,,,,,1750,3.88,35.51,,,,1750,0.88,34.99
1752,3.91,34.99,,,,,,,,,,1752,3.91,35.51,,,,1752,0.91,34.99
1754,3.91,34.99,,,,,,,,,,1754,3.91,35.51,,,,1754,0.91,34.99
1756,3.98,34.99,,,,,,,,,,1756,3.98,35.51,,,,1756,0.98,34.99
1758,3.91,34.99,,,,,,,,,,1758,3.91,35.51,,,,1758,0.91,34.99
1760,3.87,34.99,,,,,,,,,,1760,3.87,35.51,,,,1760,0.87,34.99
1762,3.9,34.99,,,,,,,,,,1762,3.9,35.51,,,,1762,0.9,34.99
1764,3.87,34.99,,,,,,,,,,1764,3.87,35.51,,,,1764,0.87,34.99
1766,3.9,34.99,,,,,,,,,,1766,3.9,35.51,,,,1766,0.9,34.99
1768,3.89,34.99,,,,,,,,,,1768,3.89,35.51,,,,1768,0.89,34.99
1770,3.95,34.99,,,,,,,,,,1770,3.95,35.51,,,,1770,0.95,34.99
1772,3.89,34.99,,,,,,,,,,1772,3.89,35.51,,,,1772,0.89,34.99
1774,3.89,34.99,,,,,,,,,,1774,3.89,35.51,,,,1774,0.89,34.99
1776,3.94,34.99,,,,,,,,,,1776,3.94,35.51,,,,1776,0.94,34.99
1778,3.94,34.99,,,,,,,,,,1778,3.94,35.51,,,,1778,0.94,34.99
1780,3.88,34.99,,,,,,,,,,1780,3.88,35.51,,,,1780,0.88,34.99
1782,3.88,34.99,,,,,,,,,,1782,3.88,35.51,,,,1782,0.88,34.99
1784,3.93,34.99,,,,,,,,,,1784,3.93,35.51,,,,1784,0.93,34.99
1786,3.88,34.99,,,,,,,,,,1786,3.88,35.51,,,,1786,0.88,34.99
1788,3.88,34.99,,,,,,,,,,1788,3.88,35.51,,,,1788,0.88,34.99
1790,3.9,34.99,,,,,,,,,,1790,3.9,35.51,,,,1790,0.9,34.99
1792,3.84,34.99,,,,,,,,,,1792,3.84,35.51,,,,1792,0.84,34.99
1793,3.87,34.99,,,,,,,,,,1793,3.87,35.51,,,,1793,0.87,34.99
1794,3.83,34.99,,,,,,,,,,1794,3.83,35.51,,,,1794,0.83,34.99
1795,3.87,34.99,,,,,,,,,,1795,3.87,35.51,,,,1795,0.87,34.99
1796,3.82,34.99,,,,,,,,,,1796,3.82,35.51,,,,1796,0.82,34.99
1797,3.9,34.99,,,,,,,,,,1797,3.9,35.51,,,,1797,0.9,34.99
1798,3.87,34.99,,,,,,,,,,1798,3.87,35.51,,,,1798,0.87,34.99
1799,3.87,34.99,,,,,,,,,,1799,3.87,35.51,,,,1799,0.87,34.99
1801,3.86,34.99,,,,,,,,,,1801,3.86,35.51,,,,1801,0.86,34.99
1803,3.88,34.99,,,,,,,,,,1803,3.88,35.51,,,,1803,0.88,34.99
1805,3.8,34.99,,,,,,,,,,1805,3.8,35.51,,,,1805,0.8,34.99
1807,3.86,34.99,,,,,,,,,,1807,3.86,35.51,,,,1807,0.86,34.99
1809,3.85,34.99,,,,,,,,,,1809,3.85,35.51,,,,1809,0.85,34.99
1811,3.85,34.99,,,,,,,,,,1811,3.85,35.51,,,,1811,0.85,34.99
1813,3.85,34.99,,,,,,,,,,1813,3.85,35.51,,,,1813,0.85,34.99
1815,3.85,34.99,,,,,,,,,,1815,3.85,35.51,,,,1815,0.85,34.99
1817,3.86,34.99,,,,,,,,,,1817,3.86,35.51,,,,1817,0.86,34.99
1819,3.78,34.99,,,,,,,,,,1819,3.78,35.51,,,,1819,0.78,34.99
1821,3.83,34.99,,,,,,,,,,1821,3.83,35.51,,,,1821,0.83,34.99
1823,3.83,34.99,,,,,,,,,,1823,3.83,35.51,,,,1823,0.83,34.99
1825,3.82,34.99,,,,,,,,,,1825,3.82,35.51,,,,1825,0.82,34.99
1827,3.82,34.98,,,,,,,,,,1827,3.82,35.5,,,,1827,0.82,34.98
1829,3.82,34.99,,,,,,,,,,1829,3.82,35.51,,,,1829,0.82,34.99
1831,3.81,34.98,,,,,,,,,,1831,3.81,35.5,,,,1831,0.81,34.98
1833,3.75,34.99,,,,,,,,,,1833,3.75,35.51,,,,1833,0.75,34.99
1835,3.81,34.98,,,,,,,,,,1835,3.81,35.5,,,,1835,0.81,34.98
1837,3.81,34.98,,,,,,,,,,1837,3.81,35.5,,,,1837,0.81,34.98
1839,3.83,34.99,,,,,,,,,,1839,3.83,35.51,,,,1839,0.83,34.99
1841,3.81,34.98,,,,,,,,,,1841,3.81,35.5,,,,1841,0.81,34.98
1843,3.8,34.98,,,,,,,,,,1843,3.8,35.5,,,,1843,0.8,34.98
1845,3.8,34.98,,,,,,,,,,1845,3.8,35.5,,,,1845,0.8,34.98
1847,3.79,34.98,,,,,,,,,,1847,3.79,35.5,,,,1847,0.79,34.98
1849,3.79,34.98,,,,,,,,,,1849,3.79,35.5,,,,1849,0.79,34.98
1851,3.8,34.98,,,,,,,,,,1851,3.8,35.5,,,,1851,0.8,34.98
1853,3.72,34.98,,,,,,,,,,1853,3.72,35.5,,,,1853,0.72,34.98
1855,3.79,34.98,,,,,,,,,,1855,3.79,35.5,,,,1855,0.79,34.98
1857,3.79,34.98,,,,,,,,,,1857,3.79,35.5,,,,1857,0.79,34.98
1859,3.71,34.98,,,,,,,,,,1859,3.71,35.5,,,,1859,0.71,34.98
1861,3.78,34.98,,,,,,,,,,1861,3.78,35.5,,,,1861,0.78,34.98
1862,3.71,34.98,,,,,,,,,,1862,3.71,35.5,,,,1862,0.71,34.98
1863,3.78,34.98,,,,,,,,,,1863,3.78,35.5,,,,1863,0.78,34.98
1864,3.78,34.98,,,,,,,,,,1864,3.78,35.5,,,,1864,0.78,34.98
1865,3.77,34.98,,,,,,,,,,1865,3.77,35.5,,,,1865,0.77,34.98
1866,3.76,34.98,,,,,,,,,,1866,3.76,35.5,,,,1866,0.76,34.98
1867,3.78,34.98,,,,,,,,,,1867,3.78,35.5,,,,1867,0.78,34.98
1868,3.76,34.98,,,,,,,,,,1868,3.76,35.5,,,,1868,0.76,34.98
1870,3.77,34.98,,,,,,,,,,1870,3.77,35.5,,,,1870,0.77,34.98
1872,3.7,34.98,,,,,,,,,,1872,3.7,35.5,,,,1872,0.7,34.98
1874,3.74,34.98,,,,,,,,,,1874,3.74,35.5,,,,1874,0.74,34.98
1876,3.74,34.98,,,,,,,,,,1876,3.74,35.5,,,,1876,0.74,34.98
1878,3.75,34.98,,,,,,,,,,1878,3.75,35.5,,,,1878,0.75,34.98
1880,3.75,34.98,,,,,,,,,,1880,3.75,35.5,,,,1880,0.75,34.98
1882,3.68,34.98,,,,,,,,,,1882,3.68,35.5,,,,1882,0.68,34.98
1884,3.74,34.98,,,,,,,,,,1884,3.74,35.5,,,,1884,0.74,34.98
1886,3.74,34.98,,,,,,,,,,1886,3.74,35.5,,,,1886,0.74,34.98
1888,3.72,34.98,,,,,,,,,,1888,3.72,35.5,,,,1888,0.72,34.98
1890,3.73,34.98,,,,,,,,,,1890,3.73,35.5,,,,1890,0.73,34.98
1892,3.67,34.98,,,,,,,,,,1892,3.67,35.5,,,,1892,0.67,34.98
1894,3.72,34.98,,,,,,,,,,1894,3.72,35.5,,,,1894,0.72,34.98
1896,3.71,34.98,,,,,,,,,,1896,3.71,35.5,,,,1896,0.71,34.98
1898,3.66,34.98,,,,,,,,,,1898,3.66,35.5,,,,1898,0.66,34.98
1900,3.66,34.98,,,,,,,,,,1900,3.66,35.5,,,,1900,0.66,34.98
1902,3.71,34.98,,,,,,,,,,1902,3.71,35.5,,,,1902,0.71,34.98
1904,3.71,34.98,,,,,,,,,,1904,3.71,35.5,,,,1904,0.71,34.98
1906,3.71,34.98,,,,,,,,,,1906,3.71,35.5,,,,1906,0.71,34.98
1908,3.71,34.98,,,,,,,,,,1908,3.71,35.5,,,,1908,0.71,34.98
1910,3.71,34.98,,,,,,,,,,1910,3.71,35.5,,,,1910,0.71,34.98
1912,3.71,34.98,,,,,,,,,,1912,3.71,35.5,,,,1912,0.71,34.98
1914,3.7,34.98,,,,,,,,,,1914,3.7,35.5,,,,1914,0.7,34.98
1916,3.69,34.98,,,,,,,,,,1916,3.69,35.5,,,,1916,0.69,34.98
1918,3.7,34.98,,,,,,,,,,1918,3.7,35.5,,,,1918,0.7,34.98
1920,3.69,34.98,,,,,,,,,,1920,3.69,35.5,,,,1920,0.69,34.98
1922,3.68,34.98,,,,,,,,,,1922,3.68,35.5,,,,1922,0.68,34.98
1924,3.69,34.98,,,,,,,,,,1924,3.69,35.5,,,,1924,0.69,34.98
1926,3.63,34.98,,,,,,,,,,1926,3.63,35.5,,,,1926,0.63,34.98
1928,3.67,34.98,,,,,,,,,,1928,3.67,35.5,,,,1928,0.67,34.98
1929,3.68,34.98,,,,,,,,,,1929,3.68,35.5,,,,1929,0.68,34.98
1930,3.67,34.98,,,,,,,,,,1930,3.67,35.5,,,,1930,0.67,34.98
1931,3.63,34.98,,,,,,,,,,1931,3.63,35.5,,,,1931,0.63,34.98
1932,3.67,34.98,,,,,,,,,,1932,3.67,35.5,,,,1932,0.67,34.98
1933,3.62,34.98,,,,,,,,,,1933,3.62,35.5,,,,1933,0.62,34.98
1935,3.62,34.98,,,,,,,,,,1935,3.62,35.5,,,,1935,0.62,34.98
1937,3.67,34.98,,,,,,,,,,1937,3.67,35.5,,,,1937,0.67,34.98
1939,3.62,34.98,,,,,,,,,,1939,3.62,35.5,,,,1939,0.62,34.98
1941,3.65,34.98,,,,,,,,,,1941,3.65,35.5,,,,1941,0.65,34.98
1943,3.66,34.98,,,,,,,,,,1943,3.66,35.5,,,,1943,0.66,34.98
1945,3.6,34.98,,,,,,,,,,1945,3.6,35.5,,,,1945,0.6,34.98
1947,3.64,34.98,,,,,,,,,,1947,3.64,35.5,,,,1947,0.64,34.98
1949,3.6,34.98,,,,,,,,,,1949,3.6,35.5,,,,1949,0.6,34.98
1951,3.6,34.98,,,,,,,,,,1951,3.6,35.5,,,,1951,0.6,34.98
1953,3.63,34.98,,,,,,,,,,1953,3.63,35.5,,,,1953,0.63,34.98
1955,3.63,34.98,,,,,,,,,,1955,3.63,35.5,,,,1955,0.63,34.98
1957,3.64,34.98,,,,,,,,,,1957,3.64,35.5,,,,1957,0.64,34.98
1959,3.62,34.98,,,,,,,,,,1959,3.62,35.5,,,,1959,0.62,34.98
1961,3.62,34.98,,,,,,,,,,1961,3.62,35.5,,,,1961,0.62,34.98
1963,3.63,34.98,,,,,,,,,,1963,3.63,35.5,,,,1963,0.63,34.98
1965,3.58,34.98,,,,,,,,,,1965,3.58,35.5,,,,1965,0.58,34.98
1967,3.62,34.98,,,,,,,,,,1967,3.62,35.5,,,,1967,0.62,34.98
1969,3.63,34.98,,,,,,,,,,1969,3.63,35.5,,,,1969,0.63,34.98
1971,3.57,34.98,,,,,,,,,,1971,3.57,35.5,,,,1971,0.57,34.98
1973,3.61,34.98,,,,,,,,,,1973,3.61,35.5,,,,1973,0.61,34.98
1975,3.6,34.98,,,,,,,,,,1975,3.6,35.5,,,,1975,0.6,34.98
1977,3.62,34.98,,,,,,,,,,1977,3.62,35.5,,,,1977,0.62,34.98
1979,3.6,34.98,,,,,,,,,,1979,3.6,35.5,,,,1979,0.6,34.98
1981,3.6,34.98,,,,,,,,,,1981,3.6,35.5,,,,1981,0.6,34.98
1983,3.59,34.98,,,,,,,,,,1983,3.59,35.5,,,,1983,0.59,34.98
1985,3.55,34.98,,,,,,,,,,1985,3.55,35.5,,,,1985,0.55,34.98
1987,3.61,34.98,,,,,,,,,,1987,3.61,35.5,,,,1987,0.61,34.98
1989,3.61,34.98,,,,,,,,,,1989,3.61,35.5,,,,1989,0.61,34.98
1990,3.61,34.98,,,,,,,,,,1990,3.61,35.5,,,,1990,0.61,34.98
1991,3.54,34.98,,,,,,,,,,1991,3.54,35.5,,,,1991,0.54,34.98
1992,3.61,34.98,,,,,,,,,,1992,3.61,35.5,,,,1992,0.61,34.98
1993,3.58,34.98,,,,,,,,,,1993,3.58,35.5,,,,1993,0.58,34.98
1995,3.58,34.98,,,,,,,,,,1995,3.58,35.5,,,,1995,0.58,34.98
1996,3.58,34.98,,,,,,,,,,1996,3.58,35.5,,,,1996,0.58,34.98
1998,3.58,34.98,,,,,,,,,,1998,3.58,35.5,,,,1998,0.58,34.98
,,,,,,,,,,,,,,0.52,,,,,#SPILL!,
,,,,,,,,,,,,,,,,,,,#SPILL!,
